GeneID,gene_type,locus,strand,sex-linked,avg ICRA,avg UCRA,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
TIAM1,mRNA,NW_005054530.1:808006-855495,+,-,82,55,6.098032083,0.586,0.586,0.205570198,0.792627457,no,2,0,0
LOC102036883,mRNA,NW_005054356.1:2567082-2588237,+,-,37,38,5.22881869,-0.025,0.025,0.967612258,0.994930893,no,2,0,0
CUNH1orf74,mRNA,NW_005054566.1:36469-37068,-,-,70,88,6.303780748,-0.334,0.334,0.199656256,0.789159464,no,2,0,0
HOXA4,mRNA,NW_005054333.1:3434990-3442793,+,-,109,95,6.672425342,0.195,0.195,0.697328884,0.938111147,no,2,0,0
LOC102036753,mRNA,NW_005054318.1:2481788-2489283,+,-,111,44,6.276124405,1.347,1.347,4.31178E-06,0.005925339,yes,2,1,1
CCDC57,mRNA,NW_005054578.1:49476-75252,+,-,268,292,8.129283017,-0.123,0.123,0.711666497,0.938938203,no,2,0,0
DHH,mRNA,NW_005054605.1:286373-292394,-,-,110,100,6.714245518,0.149,0.149,0.645265188,0.929298199,no,2,0,0
LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,26,21,4.554588852,0.265,0.265,0.617574068,0.92364551,no,2,0,0
POU2AF1,mRNA,NW_005054449.1:106432-128542,+,-,25,26,4.672425342,-0.022,0.022,0.967664213,0.994930893,no,2,0,0
TMCO6,mRNA,NW_005054386.1:782304-789487,+,-,38,15,4.727920455,1.295,1.295,0.006660045,0.290207347,no,2,1,0
SLC25A29,mRNA,NW_005054303.1:4905868-4913488,-,-,21,21,4.392317423,0.029,0.029,0.941622458,0.990958964,no,2,0,0
MOV10,mRNA,NW_005054566.1:444422-451565,+,-,1651,1530,10.63526466,0.109,0.109,0.768780676,0.950831835,no,2,0,0
EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,1417,1432,10.47623991,-0.015,0.015,0.970124597,0.994930893,no,2,0,0
SOX5,mRNA,NW_005054482.1:529047-803578,+,-,17,19,4.169925001,-0.165,0.165,0.725334763,0.941952596,no,2,0,0
UROS,mRNA,NW_005054369.1:1994549-2004223,-,-,1167,1248,10.23780747,-0.096,0.096,0.727050711,0.941967815,no,2,0,0
ZNFX1,mRNA,NW_005054337.1:3424710-3437051,+,-,3521,3300,11.73576755,0.094,0.094,0.772770423,0.952081331,no,2,0,0
LOC102032481,mRNA,NW_005054297.1:1811295-1827724,+,-,393,96,7.933690655,2.041,2.041,3.21534E-07,0.001130191,yes,2,1,1
LOC102036781,mRNA,NW_005054573.1:13372-32958,-,-,28,15,4.426264755,0.845,0.845,0.05587653,0.648204633,no,2,0,0
LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,2140,2152,11.06743436,-0.009,0.009,0.980304828,0.996972062,no,2,0,0
LOC102034293,mRNA,NW_005054381.1:3091923-3093857,+,-,32,20,4.700439718,0.679,0.679,0.277609619,0.822422336,no,2,0,0
STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,13,14,3.754887502,-0.198,0.198,0.699615464,0.938111147,no,2,0,0
DHX58,mRNA,NW_005054559.1:720231-724557,+,-,732,809,9.589651147,-0.143,0.143,0.757718128,0.947575303,no,2,0,0
LOC115949153,lnc_RNA,NW_005054818.1:28722-39538,-,-,474,360,8.703903573,0.395,0.395,0.170947164,0.780653359,no,2,0,0
LOC106632010,mRNA,NW_005054512.1:154127-155077,-,-,45,37,5.357552005,0.272,0.272,0.582299457,0.917051237,no,2,0,0
KIAA0040,mRNA,NW_005054560.1:552967-553585,+,-,50,40,5.491853096,0.34,0.34,0.399337113,0.86996227,no,2,0,0
REEP4,mRNA,NW_005054703.1:170202-176688,+,-,113,96,6.707359132,0.231,0.231,0.468140702,0.88579492,no,2,0,0
ANPEP,mRNA,NW_005054366.1:3516936-3525219,-,-,41,30,5.14974712,0.412,0.412,0.322190598,0.839467106,no,2,0,0
NANP,mRNA,NW_005054299.1:17331096-17339088,+,-,723,802,9.574593527,-0.149,0.149,0.559228085,0.909956662,no,2,0,0
LOC102038164,mRNA,NW_005054343.1:1423375-1433150,-,-,129,91,6.781359714,0.504,0.504,0.179458433,0.784894394,no,2,0,0
LOC102032987,mRNA,NW_005054304.1:12006743-12009475,-,-,16,10,3.700439718,0.627,0.627,0.190104773,0.788109176,no,2,0,0
LOC102037224,mRNA,NW_005054397.1:1489995-1497358,+,-,1736,439,10.08679969,1.984,1.984,7.33246E-05,0.026662344,yes,2,1,1
RYBP,mRNA,NW_005054317.1:1061969-1098850,+,-,109,97,6.686500527,0.16,0.16,0.702747598,0.938111147,no,2,0,0
TPBG,mRNA,NW_005054328.1:4270078-4273475,+,-,120,104,6.807354922,0.198,0.198,0.601419762,0.920306826,no,2,0,0
LOC102040516,mRNA,NW_005054466.1:1164062-1167793,+,-,20,13,4.044394119,0.538,0.538,0.185562161,0.786863894,no,2,0,0
BRCA1,mRNA,NW_005054559.1:350425-370422,+,-,1695,1743,10.74735383,-0.04,0.04,0.863132471,0.976982002,no,2,0,0
CCDC61,mRNA,NW_005054614.1:236443-238891,-,-,921,726,9.68562484,0.341,0.341,0.173897998,0.780653359,no,2,0,0
IFT122,mRNA,NW_005054420.1:2063398-2093237,+,-,201,252,7.82336724,-0.324,0.324,0.224958663,0.80355846,no,2,0,0
NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,204,233,7.77148947,-0.198,0.198,0.708938337,0.93872227,no,2,0,0
RNF135,mRNA,NW_005054395.1:1963543-1969673,+,-,246,272,8.016808288,-0.144,0.144,0.676395383,0.937410692,no,2,0,0
TCTN3,mRNA,NW_005054506.1:63817-77318,-,-,748,826,9.620219826,-0.144,0.144,0.580340423,0.917051237,no,2,0,0
ANGPT1,mRNA,NW_005054353.1:4287491-4442243,-,-,14,6,3.321928095,1.247,1.247,0.013299128,0.400690287,no,1,1,0
GATAD1,mRNA,NW_005054307.1:7107863-7112275,-,-,254,251,7.980139578,0.014,0.014,0.969353609,0.994930893,no,2,0,0
CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,99,90,6.562242424,0.147,0.147,0.744442948,0.943812333,no,2,0,0
C3AR1,mRNA,NW_005054444.1:1361488-1367735,-,-,17,19,4.169925001,-0.123,0.123,0.773983612,0.952389552,no,2,0,0
TRIM47,mRNA,NW_005054370.1:2235104-2256580,+,-,1164,1058,10.1176431,0.138,0.138,0.679796048,0.937506953,no,2,0,0
EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,30,25,4.781359714,0.216,0.216,0.563215664,0.911347598,no,2,0,0
LOC115949054,mRNA,NW_005054726.1:95872-97357,-,-,11,14,3.64385619,-0.348,0.348,0.546578052,0.906807041,no,2,0,0
MLXIP,mRNA,NW_005054362.1:3043584-3060936,+,-,22,28,4.64385619,-0.311,0.311,0.371319454,0.860699107,no,2,0,0
LOC102041862,mRNA,NW_005054388.1:686451-689476,-,-,34,44,5.285402219,-0.366,0.366,0.436332795,0.878720686,no,2,0,0
AGTR2,mRNA,NW_005054314.1:129001-132293,+,-,73,44,5.87036472,0.728,0.728,0.096079794,0.722895553,no,2,0,0
LAMP3,mRNA,NW_005054309.1:4218415-4235733,+,-,55,71,5.977279923,-0.367,0.367,0.526414509,0.902797035,no,2,0,0
LOC115949436,mRNA,NW_005060679.1:42-926,-,-,417,108,8.036173613,1.942,1.942,6.33515E-05,0.023858646,yes,2,1,1
RCC1L,mRNA,NW_005054381.1:327520-342501,+,-,1023,1814,10.47015044,-0.826,0.826,0.004955113,0.253648883,no,2,0,0
LOC102033738,mRNA,NW_005054504.1:748698-796767,-,-,1220,993,10.11178774,0.297,0.297,0.274860043,0.820870008,no,2,0,0
LIPA,mRNA,NW_005054300.1:9012434-9022604,+,-,1774,1354,10.6110248,0.39,0.39,0.216794055,0.800197751,no,2,0,0
PCSK6,mRNA,NW_005054366.1:1151878-1179615,-,-,27,15,4.392317423,0.852,0.852,0.11600201,0.734010438,no,2,0,0
TEK,mRNA,NW_005054379.1:2995997-3033015,-,-,398,357,8.560332834,0.157,0.157,0.680767289,0.937506953,no,2,0,0
PKD2L1,mRNA,NW_005054300.1:10751633-10767569,-,-,22,21,4.426264755,0.096,0.096,0.846084123,0.972102536,no,2,0,0
GPR162,mRNA,NW_005054320.1:8104219-8109942,+,-,37,22,4.882643049,0.759,0.759,0.092820497,0.722895553,no,2,0,0
ARHGEF10L,mRNA,NW_005054475.1:1014852-1063556,+,-,26,13,4.285402219,0.973,0.973,0.048354304,0.629534017,no,2,0,0
LOC115949055,mRNA,NW_005054726.1:152-4271,-,-,32,28,4.906890596,0.202,0.202,0.525635114,0.902797035,no,2,0,0
FBXW4,mRNA,NW_005054300.1:5495840-5562935,-,-,1314,1687,10.5512276,-0.362,0.362,0.14061529,0.760138493,no,2,0,0
LOC102040095,mRNA,NW_005054326.1:4942487-4958288,+,-,659,723,9.4325419,-0.133,0.133,0.678063993,0.937483258,no,2,0,0
RASL11B,mRNA,NW_005054297.1:13105117-13108434,+,-,54,42,5.584962501,0.355,0.355,0.424435277,0.876894592,no,2,0,0
TUT7,mRNA,NW_005054427.1:118114-150946,-,-,2816,3169,11.54713553,-0.17,0.17,0.477247952,0.8900586,no,2,0,0
ABHD12B,mRNA,NW_005054303.1:14726795-14740173,-,-,220,165,7.588714636,0.417,0.417,0.346290681,0.85538422,no,2,0,0
RRM2,mRNA,NW_005054318.1:6654000-6658672,-,-,44,14,4.857980995,1.651,1.651,0.000588797,0.077593595,no,2,1,0
LOC102036223,mRNA,NW_005054641.1:226577-227904,+,-,90,24,5.832890014,1.89,1.89,5.40762E-05,0.021932057,yes,2,1,1
LOC102034306,mRNA,NW_005054491.1:310642-324876,+,-,96,74,6.409390936,0.367,0.367,0.228802757,0.806607668,no,2,0,0
LOC102037191,mRNA,NW_005054304.1:732301-735859,-,-,183,218,7.647458426,-0.256,0.256,0.533386183,0.90378814,no,2,0,0
LOC102043039,mRNA,NW_005054514.1:228237-254875,+,-,125,34,6.312882955,1.882,1.882,4.74194E-06,0.005925339,yes,2,1,1
CCDC126,mRNA,NW_005054333.1:4852456-4867871,-,-,1385,1474,10.4812949,-0.09,0.09,0.729033064,0.942329116,no,2,0,0
LOC102042760,mRNA,NW_005054615.1:432972-441009,+,-,81,72,6.257387843,0.167,0.167,0.482679879,0.8900586,no,2,0,0
LYST,mRNA,NW_005054348.1:1824915-1887580,+,-,671,854,9.574593527,-0.349,0.349,0.223992669,0.803042678,no,2,0,0
NDUFAF1,mRNA,NW_005054312.1:1465564-1472644,+,-,602,704,9.350939182,-0.226,0.226,0.21042185,0.795071698,no,2,0,0
UCP3,mRNA,NW_005054627.1:417651-420745,+,-,91,90,6.499845887,0.017,0.017,0.946315448,0.991283553,no,2,0,0
IL13RA1,mRNA,NW_005054314.1:560647-576357,+,-,27,19,4.523561956,0.479,0.479,0.280173885,0.822422336,no,2,0,0
C1R,mRNA,NW_005054320.1:8267441-8274755,-,-,31,15,4.523561956,1.047,1.047,0.028191892,0.527364503,no,2,1,0
LOC102033681,mRNA,NW_005054416.1:1896265-1906632,-,-,91,67,6.303780748,0.45,0.45,0.381166687,0.863806518,no,2,0,0
EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,20,10,3.906890596,1.021,1.021,0.036189324,0.581636281,no,2,1,0
SNX10,mRNA,NW_005054333.1:3830184-3849916,-,-,158,160,7.312882955,-0.021,0.021,0.953458083,0.993480678,no,2,0,0
VAV2,mRNA,NW_005054329.1:3443893-3533765,+,-,80,64,6.169925001,0.316,0.316,0.503217056,0.896688108,no,2,0,0
KCNJ5,mRNA,NW_005054459.1:774338-794303,-,-,27,18,4.491853096,0.644,0.644,0.113411594,0.732348597,no,2,0,0
FKBP9,mRNA,NW_005054361.1:650388-668378,-,-,555,586,9.156083076,-0.075,0.075,0.797957524,0.956866862,no,2,0,0
LOC115949338,lnc_RNA,NW_005056030.1:4180-4741,-,-,107,121,6.832890014,-0.187,0.187,0.704136359,0.938111147,no,2,0,0
ARHGEF10,mRNA,NW_005054413.1:2565073-2623961,-,-,35,56,5.50779464,-0.669,0.669,0.048240233,0.629534017,no,2,0,0
PPP1R26,mRNA,NW_005054329.1:2740872-2747074,-,-,219,191,7.6794801,0.199,0.199,0.659339838,0.93256484,no,2,0,0
RUBCNL,mRNA,NW_005054322.1:3516475-3539038,-,-,31,21,4.700439718,0.584,0.584,0.171367834,0.780653359,no,2,0,0
LOC102040925,mRNA,NW_005055154.1:3141-17502,+,-,195,241,7.768184325,-0.305,0.305,0.205863276,0.792627457,no,2,0,0
CCDC69,mRNA,NW_005054308.1:6224576-6226729,-,-,32,24,4.807354922,0.423,0.423,0.362687822,0.857370392,no,2,0,0
TRNAR-CCU,tRNA,NW_005054334.1:5445952-5446024,-,-,65,52,5.87036472,0.311,0.311,0.437377716,0.878720686,no,2,0,0
CNP,mRNA,NW_005054672.1:147525-151609,+,-,150,110,7.022367813,0.44,0.44,0.255072594,0.813533579,no,2,0,0
NIBAN2,mRNA,NW_005054358.1:2537134-2574239,-,-,136,94,6.845490051,0.532,0.532,0.087434869,0.71440619,no,2,0,0
LOC102037853,mRNA,NW_005054587.1:54494-64590,-,-,76,60,6.087462841,0.357,0.357,0.376776132,0.863039399,no,2,0,0
RBFA,mRNA,NW_005054325.1:613269-621666,-,-,299,414,8.477758266,-0.474,0.474,0.104984733,0.729949345,no,2,0,0
IFT88,mRNA,NW_005054302.1:3537734-3581062,-,-,65,62,5.988684687,0.062,0.062,0.853562613,0.974542001,no,2,0,0
PMM1,mRNA,NW_005054334.1:4893402-4903814,-,-,509,749,9.296916207,-0.556,0.556,0.062646855,0.669990959,no,2,0,0
LOC115948455,lnc_RNA,NW_005054299.1:6967350-6983816,-,-,44,53,5.599912842,-0.27,0.27,0.310913459,0.835340642,no,2,0,0
TMEM268,mRNA,NW_005054358.1:2731950-2748746,+,-,509,352,8.749869427,0.534,0.534,0.022140409,0.472612579,no,2,0,0
LOC102036771,mRNA,NW_005054444.1:1408987-1412912,+,-,127,36,6.348728154,1.824,1.824,1.13459E-05,0.00920329,yes,2,1,1
LOC102040732,mRNA,NW_005054408.1:1696273-1716525,+,-,19,23,4.392317423,-0.311,0.311,0.433110639,0.878720686,no,2,0,0
LOC102042536,mRNA,NW_005054493.1:598603-606245,-,-,38,44,5.357552005,-0.22,0.22,0.540103954,0.905840694,no,2,0,0
TRIM25,mRNA,NW_005054395.1:1528427-1536858,-,-,1529,1525,10.57648435,0.004,0.004,0.991931208,0.998655203,no,2,0,0
LOC102039479,mRNA,NW_005054347.1:3463462-3474417,-,-,79,134,6.73470962,-0.766,0.766,0.031135326,0.549320057,no,2,0,0
LOC102039514,mRNA,NW_005054298.1:14501089-14576315,+,-,144,98,6.918863237,0.55,0.55,0.115689671,0.734010438,no,2,0,0
NEB,mRNA,NW_005054585.1:433316-531501,+,-,51,49,5.64385619,0.046,0.046,0.905955177,0.984614645,no,2,0,0
MCM3,mRNA,NW_005054377.1:2040307-2051778,-,-,35,16,4.672425342,1.072,1.072,0.032783298,0.55758045,no,2,1,0
IL31RA,mRNA,NW_005054335.1:2809028-2844154,-,-,44,13,4.832890014,1.784,1.784,7.62122E-06,0.00730598,yes,2,1,1
LOC102037238,mRNA,NW_005054600.1:245645-246186,-,-,3174,2287,11.41494944,0.473,0.473,0.163197933,0.77414404,no,2,0,0
LOC102034831,mRNA,NW_005054309.1:1229845-1257152,-,-,98,28,5.977279923,1.781,1.781,3.12042E-05,0.014956742,yes,2,1,1
LRIG3,mRNA,NW_005054310.1:9497483-9540569,+,-,154,181,7.388017285,-0.234,0.234,0.483364101,0.8900586,no,2,0,0
SPTBN1,mRNA,NW_005054341.1:4311605-4393439,-,-,284,237,8.025139562,0.261,0.261,0.526549943,0.902797035,no,2,0,0
LOC102045157,mRNA,NW_005054480.1:1321614-1329253,-,-,225,180,7.661778098,0.326,0.326,0.15077691,0.766384632,no,2,0,0
LOC102034361,mRNA,NW_005054456.1:1090181-1094317,-,-,61,44,5.714245518,0.481,0.481,0.282474394,0.822422336,no,2,0,0
FAM135A,mRNA,NW_005054332.1:256629-321817,-,-,401,447,8.727920455,-0.157,0.157,0.467460985,0.885317509,no,2,0,0
HSP90AB1,mRNA,NW_005054299.1:12910099-12917025,-,-,6026,5418,12.48230378,0.153,0.153,0.585896927,0.917139534,no,2,0,0
LOC102038263,mRNA,NW_005054958.1:6193-11087,-,-,2128,2110,11.04916787,0.011,0.011,0.943886344,0.991229808,no,2,0,0
OAS1,mRNA,NW_005054339.1:3136336-3138979,-,-,13319,13114,13.69005255,0.022,0.022,0.961656978,0.99457364,no,2,0,0
LOC102037713,mRNA,NW_005054326.1:2448662-2471963,-,-,1136,1306,10.25384748,-0.201,0.201,0.581413051,0.917051237,no,2,0,0
ATP10A,mRNA,NW_005054342.1:5881865-5993949,+,-,22,15,4.209453366,0.533,0.533,0.182461201,0.785504206,no,2,0,0
LOC102037407,mRNA,NW_005054559.1:708350-709135,-,-,86,126,6.727920455,-0.561,0.561,0.347148418,0.855782109,no,2,0,0
STYXL1,mRNA,NW_005054387.1:941078-952084,+,-,77,75,6.247927513,0.029,0.029,0.943940041,0.991229808,no,2,0,0
LOC102044128,mRNA,NW_005054334.1:6346426-6346900,+,-,1923,1927,10.91064273,-0.003,0.003,0.992962404,0.999025718,no,2,0,0
KLHL32,mRNA,NW_005054305.1:12941669-13036264,+,-,306,249,8.116343961,0.302,0.302,0.589783023,0.917736892,no,2,0,0
ZFAND1,mRNA,NW_005054344.1:26083-33476,-,-,270,276,8.092757141,-0.033,0.033,0.915594197,0.985690495,no,2,0,0
EPB41L5,mRNA,NW_005054298.1:10622041-10673365,-,-,95,122,6.761551232,-0.349,0.349,0.142486516,0.760138493,no,2,0,0
LOC115949281,lnc_RNA,NW_005055376.1:10273-11971,+,-,55,56,5.794415866,-0.032,0.032,0.915982112,0.985690495,no,2,0,0
ACAT2,mRNA,NW_005054392.1:1116401-1124873,+,-,77,85,6.339850003,-0.127,0.127,0.666439051,0.93662077,no,2,0,0
ST3GAL6,mRNA,NW_005054320.1:1539822-1621535,-,-,40,41,5.339850003,-0.038,0.038,0.890332181,0.98148174,no,2,0,0
CERS5,mRNA,NW_005054600.1:228625-245414,+,-,679,700,9.429406742,-0.045,0.045,0.781812338,0.95311794,no,2,0,0
SBF2,mRNA,NW_005054416.1:458453-654794,-,-,34,16,4.64385619,1.093,1.093,0.009368906,0.339502113,no,2,1,0
B3GALNT1,mRNA,NW_005054309.1:10367565-10372816,-,-,31,26,4.832890014,0.257,0.257,0.490021086,0.892683727,no,2,0,0
LSS,mRNA,NW_005054501.1:1176254-1185035,+,-,37,16,4.727920455,1.158,1.158,0.013610579,0.400690287,no,2,1,0
SOCS2,mRNA,NW_005054331.1:3374792-3377988,+,-,82,25,5.741466986,1.735,1.735,0.000491551,0.069607409,no,2,1,0
DNAJC15,mRNA,NW_005054322.1:2135348-2157274,+,-,152,171,7.335390355,-0.164,0.164,0.631150014,0.925110245,no,2,0,0
LOC115949166,mRNA,NW_005054867.1:198-2503,+,-,43,55,5.614709844,-0.357,0.357,0.383477524,0.864350508,no,2,0,0
LOC102040637,mRNA,NW_005054559.1:423081-428111,-,-,1437,1098,10.30777003,0.389,0.389,0.401066928,0.871168163,no,2,0,0
CCDC166,mRNA,NW_005054699.1:12944-14767,-,-,78,42,5.906890596,0.885,0.885,0.093042368,0.722895553,no,2,0,0
LOC102043184,mRNA,NW_005054337.1:4307490-4308235,-,-,4576,1386,11.54158066,1.723,1.723,0.000230517,0.050641643,no,2,1,0
LOC115948081,lnc_RNA,NW_005054346.1:2603649-2606924,+,-,481,626,9.112439507,-0.381,0.381,0.23248778,0.806740538,no,2,0,0
NMRAL1,mRNA,NW_005054383.1:2174231-2180764,+,-,205,182,7.596189756,0.173,0.173,0.554303988,0.909930163,no,2,0,0
CHRNA10,mRNA,NW_005054454.1:23910-25229,-,-,516,434,8.891783703,0.249,0.249,0.573931306,0.913907656,no,2,0,0
CYFIP2,mRNA,NW_005054308.1:7990916-8034857,+,-,248,223,7.87958325,0.154,0.154,0.701472778,0.938111147,no,2,0,0
LOC102041126,mRNA,NW_005054392.1:2541296-2564021,+,-,179,54,6.864186145,1.718,1.718,4.8774E-05,0.020572877,yes,2,1,1
MMP9,mRNA,NW_005054337.1:3184199-3188339,+,-,3096,943,10.97978243,1.716,1.716,0.000735134,0.086081964,no,2,1,0
PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,18,21,4.285402219,-0.26,0.26,0.61495174,0.923536216,no,2,0,0
PPCDC,mRNA,NW_005054313.1:10056083-10067616,-,-,222,274,7.95419631,-0.303,0.303,0.276093791,0.821438668,no,2,0,0
BASP1,mRNA,NW_005054340.1:3148294-3198715,+,-,841,257,9.100662339,1.712,1.712,8.53674E-06,0.007501664,yes,2,1,1
PRUNE2,mRNA,NW_005054323.1:2987528-3090114,+,-,121,187,7.266786541,-0.629,0.629,0.032305739,0.556073123,no,2,0,0
LOC102040716,mRNA,NW_005054336.1:478787-503857,-,-,18,19,4.209453366,-0.13,0.13,0.778482984,0.952389552,no,2,0,0
B4GALT5,mRNA,NW_005054356.1:4206651-4216395,+,-,72,34,5.727920455,1.057,1.057,0.006565072,0.288452857,no,2,1,0
LOC102032342,mRNA,NW_005054373.1:3662507-3670138,+,-,85,71,6.285402219,0.265,0.265,0.27437005,0.820870008,no,2,0,0
BCCIP,mRNA,NW_005054369.1:2003721-2012514,+,-,89,88,6.46760555,0.012,0.012,0.959153585,0.994230479,no,2,0,0
RASGRP3,mRNA,NW_005054299.1:18249775-18308357,+,-,28,36,5,-0.379,0.379,0.427729401,0.878480825,no,2,0,0
SAA2,mRNA,NW_005054437.1:182838-184422,-,-,364,200,8.139551352,0.864,0.864,0.014254528,0.405855013,no,2,0,0
C9orf72,mRNA,NW_005054379.1:2858755-2873537,+,-,283,270,8.11113567,0.066,0.066,0.822786248,0.966276756,no,2,0,0
C1QA,mRNA,NW_005054473.1:873163-877159,-,-,393,198,8.20701432,0.986,0.986,0.020812557,0.465698599,no,2,0,0
FAM217B,mRNA,NW_005054356.1:1042421-1046274,-,-,17,16,4.044394119,0.102,0.102,0.75256479,0.94676637,no,2,0,0
LOC102033140,mRNA,NW_005054671.1:46715-62529,+,-,303,268,8.157346935,0.176,0.176,0.64904908,0.930085029,no,2,0,0
SPATS2L,mRNA,NW_005054298.1:25321682-25379400,-,-,202,189,7.611024797,0.09,0.09,0.840040614,0.970423889,no,2,0,0
ELOVL5,mRNA,NW_005054460.1:134575-172824,-,-,2187,2340,11.14433959,-0.097,0.097,0.667920291,0.936796694,no,2,0,0
PRXL2C,mRNA,NW_005054427.1:1506260-1510197,-,-,267,341,8.247927513,-0.354,0.354,0.191709725,0.788109176,no,2,0,0
MAD2L1,mRNA,NW_005054435.1:366690-369330,-,-,154,157,7.28077077,-0.026,0.026,0.908999809,0.985575328,no,2,0,0
ADH5,mRNA,NW_005054304.1:10831424-10847447,-,-,353,388,8.533329732,-0.138,0.138,0.562838039,0.911273933,no,2,0,0
IFRD2,mRNA,NW_005054339.1:3142136-3144608,+,-,322,322,8.330916878,0.001,0.001,0.997072892,0.999442362,no,2,0,0
CENPE,mRNA,NW_005054304.1:15347045-15385542,+,-,17,10,3.754887502,0.694,0.694,0.176322321,0.780653359,no,2,0,0
CUEDC1,mRNA,NW_005054368.1:1051470-1057170,-,-,33,30,4.977279923,0.169,0.169,0.551772538,0.90933753,no,2,0,0
LOC102032578,mRNA,NW_005054639.1:297272-306624,+,-,7872,9506,13.08497443,-0.272,0.272,0.566423138,0.912304106,no,2,0,0
MIS18BP1,mRNA,NW_005054303.1:15970761-15982817,+,-,371,441,8.665335917,-0.248,0.248,0.478255154,0.8900586,no,2,0,0
ALPK1,mRNA,NW_005054536.1:608299-629091,-,-,84,90,6.442943496,-0.096,0.096,0.827165703,0.966877243,no,2,0,0
FAM149B1,mRNA,NW_005054615.1:417503-432667,-,-,16,17,4.044394119,-0.036,0.036,0.910163046,0.985690495,no,2,0,0
HHLA2,mRNA,NW_005054391.1:2866737-2875519,+,-,43,50,5.539158811,-0.214,0.214,0.659203839,0.93256484,no,2,0,0
UAP1,mRNA,NW_005054421.1:416841-422896,-,-,7469,8362,12.95046477,-0.163,0.163,0.527145602,0.902797035,no,2,0,0
GLA,mRNA,NW_005054314.1:8111275-8116569,-,-,502,360,8.751544059,0.479,0.479,0.109180429,0.729949345,no,2,0,0
PIGK,mRNA,NW_005054347.1:1103306-1168389,+,-,37,25,4.95419631,0.523,0.523,0.152172582,0.767779844,no,2,0,0
LOC102036739,mRNA,NW_005054297.1:29252425-29254632,-,-,64,47,5.794415866,0.444,0.444,0.061131643,0.665256114,no,2,0,0
DCTN6,mRNA,NW_005054536.1:700642-717558,+,-,291,232,8.030667136,0.324,0.324,0.19935946,0.788835088,no,2,0,0
NAA35,mRNA,NW_005054427.1:25488-52457,+,-,915,1266,10.09077405,-0.468,0.468,0.046682081,0.620484984,no,2,0,0
C2CD3,mRNA,NW_005054627.1:382607-417078,+,-,988,989,9.949097156,-0.001,0.001,0.994857085,0.999120758,no,2,0,0
PRDM1,mRNA,NW_005054417.1:361815-383598,-,-,264,146,7.6794801,0.853,0.853,0.120222148,0.735184485,no,2,0,0
DENND5B,mRNA,NW_005054326.1:5975962-6036932,-,-,37,42,5.303780748,-0.173,0.173,0.708755979,0.93872227,no,2,0,0
ATM,mRNA,NW_005054302.1:4955540-5013465,-,-,170,170,7.409390936,0.003,0.003,0.993992569,0.999081463,no,2,0,0
PRKX,mRNA,NW_005054315.1:828449-921023,+,-,23,19,4.392317423,0.247,0.247,0.537020626,0.90492632,no,2,0,0
PRIMPOL,mRNA,NW_005054297.1:18639602-18655285,-,-,24,17,4.357552005,0.435,0.435,0.26008238,0.813863022,no,2,0,0
ZBTB20,mRNA,NW_005054320.1:2823298-3267337,-,-,84,78,6.339850003,0.116,0.116,0.626968483,0.925110245,no,2,0,0
CD40,mRNA,NW_005054337.1:3239348-3247349,+,-,52,53,5.714245518,-0.026,0.026,0.946783044,0.991364318,no,2,0,0
SIAH2,mRNA,NW_005054309.1:11777460-11779497,+,-,62,58,5.906890596,0.111,0.111,0.80036814,0.957375252,no,2,0,0
LOC102039799,mRNA,NW_005055142.1:14345-18111,+,-,5227,4406,12.23376945,0.247,0.247,0.462410649,0.884511637,no,2,0,0
CCDC50,mRNA,NW_005054309.1:1025692-1056625,-,-,163,169,7.375039431,-0.056,0.056,0.898142567,0.983696096,no,2,0,0
RHOG,mRNA,NW_005054454.1:83453-84052,-,-,123,66,6.562242424,0.878,0.878,0.047249097,0.62436307,no,2,0,0
PAX5,mRNA,NW_005054628.1:130733-264117,-,-,57,69,5.977279923,-0.279,0.279,0.613385817,0.923536216,no,2,0,0
SEMA4D,mRNA,NW_005054355.1:1149899-1193468,-,-,49,16,5.022367813,1.564,1.564,0.000276172,0.056477096,no,2,1,0
H6PD,mRNA,NW_005054450.1:907408-917267,+,-,441,142,8.187352073,1.632,1.632,2.51578E-05,0.014475006,yes,2,1,1
ABCA3,mRNA,NW_005054383.1:1059650-1086478,+,-,1649,1371,10.56033283,0.266,0.266,0.320675939,0.839467106,no,2,0,0
R3HCC1L,mRNA,NW_005054300.1:6188845-6195110,+,-,253,311,8.139551352,-0.299,0.299,0.204982332,0.792627457,no,2,0,0
TNFRSF1A,mRNA,NW_005054320.1:6479815-6487604,-,-,29,15,4.459431619,0.967,0.967,0.015290263,0.414487989,no,2,0,0
VWA8,mRNA,NW_005054322.1:1415036-1583855,-,-,34,27,4.930737338,0.329,0.329,0.312963811,0.836448295,no,2,0,0
