GeneID,gene_type,locus,strand,sex-linked,avg IFOR,avg UFOR,log2(avg),log2(FC),abs(log2FC),pvalue,padj,significant,Num_over_min_min nCount,Num_over_min_log2(FC),DIFF_EXP
TIAM1,mRNA,NW_005054530.1:808006-855495,+,-,217,233,7.813781191,-0.104,0.104,0.819549091,0.984314243,no,2,0,0
LOC102036883,mRNA,NW_005054356.1:2567082-2588237,+,-,89,163,6.977279923,-0.874,0.874,0.155437321,0.686916938,no,2,0,0
CUNH1orf74,mRNA,NW_005054566.1:36469-37068,-,-,296,237,8.057991723,0.317,0.317,0.211334703,0.755632408,no,2,0,0
HOXA4,mRNA,NW_005054333.1:3434990-3442793,+,-,26,26,4.700439718,-0.008,0.008,0.987011177,0.997988499,no,2,0,0
LOC102036753,mRNA,NW_005054318.1:2481788-2489283,+,-,253,185,7.77478706,0.457,0.457,0.109251399,0.606790041,no,2,0,0
CCDC57,mRNA,NW_005054578.1:49476-75252,+,-,64,70,6.06608919,-0.118,0.118,0.728775336,0.968639209,no,2,0,0
DHH,mRNA,NW_005054605.1:286373-292394,-,-,26,32,4.857980995,-0.29,0.29,0.393861639,0.874900348,no,2,0,0
LOC102041907,mRNA,NW_005054334.1:5391204-5395345,+,-,100,89,6.562242424,0.176,0.176,0.733618235,0.968640318,no,2,0,0
POU2AF1,mRNA,NW_005054449.1:106432-128542,+,-,60,107,6.383704292,-0.827,0.827,0.123677661,0.638483961,no,2,0,0
TMCO6,mRNA,NW_005054386.1:782304-789487,+,-,76,65,6.139551352,0.229,0.229,0.621335886,0.945700841,no,2,0,0
SLC25A29,mRNA,NW_005054303.1:4905868-4913488,-,-,88,70,6.303780748,0.34,0.34,0.36104244,0.862086968,no,2,0,0
MOV10,mRNA,NW_005054566.1:444422-451565,+,-,6815,3122,12.27859465,1.126,1.126,0.002414763,0.109398748,no,2,1,0
EIF2AK2,mRNA,NW_005054299.1:17312873-17334110,-,-,5848,2877,12.09093942,1.023,1.023,0.012308012,0.248648038,no,2,1,0
SOX5,mRNA,NW_005054482.1:529047-803578,+,-,70,75,6.17990909,-0.09,0.09,0.842460693,0.986851867,no,2,0,0
UROS,mRNA,NW_005054369.1:1994549-2004223,-,-,4813,3544,12.02876942,0.442,0.442,0.109028473,0.606790041,no,2,0,0
ZNFX1,mRNA,NW_005054337.1:3424710-3437051,+,-,14496,9514,13.55134778,0.608,0.608,0.060910667,0.489299157,no,2,0,0
LOC102032481,mRNA,NW_005054297.1:1811295-1827724,+,-,505,169,8.396604781,1.576,1.576,7.51384E-05,0.023504836,yes,2,1,1
LOC102036781,mRNA,NW_005054573.1:13372-32958,-,-,73,64,6.098032083,0.198,0.198,0.641372193,0.949883982,no,2,0,0
LOC102043715,mRNA,NW_005054298.1:7572039-7587062,+,-,8748,5057,12.75290327,0.791,0.791,0.022323184,0.330929636,no,2,0,0
LOC102034293,mRNA,NW_005054381.1:3091923-3093857,+,-,66,81,6.199672345,-0.314,0.314,0.610884862,0.944810929,no,2,0,0
STAMBPL1,mRNA,NW_005054300.1:9128336-9150141,-,-,47,59,5.727920455,-0.318,0.318,0.517750079,0.921471496,no,2,0,0
DHX58,mRNA,NW_005054559.1:720231-724557,+,-,2966,1015,10.95891516,1.547,1.547,0.000838056,0.06451895,no,2,1,0
LOC115949153,lnc_RNA,NW_005054818.1:28722-39538,-,-,117,143,7.022367813,-0.292,0.292,0.318224638,0.838700505,no,2,0,0
LOC106632010,mRNA,NW_005054512.1:154127-155077,-,-,158,148,7.257387843,0.089,0.089,0.854799028,0.988010661,no,2,0,0
KIAA0040,mRNA,NW_005054560.1:552967-553585,+,-,125,158,7.144658243,-0.342,0.342,0.387679985,0.874545024,no,2,0,0
REEP4,mRNA,NW_005054703.1:170202-176688,+,-,28,53,5.339850003,-0.903,0.903,0.006341032,0.180652913,no,2,0,0
ANPEP,mRNA,NW_005054366.1:3516936-3525219,-,-,59,122,6.499845887,-1.038,1.038,0.011049325,0.233487726,no,2,1,0
NANP,mRNA,NW_005054299.1:17331096-17339088,+,-,2876,1792,11.18858885,0.683,0.683,0.007473752,0.194419938,no,2,0,0
LOC102038164,mRNA,NW_005054343.1:1423375-1433150,-,-,385,362,8.544964433,0.089,0.089,0.811434454,0.982673879,no,2,0,0
LOC102032987,mRNA,NW_005054304.1:12006743-12009475,-,-,62,33,5.569855608,0.894,0.894,0.048931009,0.447528872,no,2,0,0
LOC102037224,mRNA,NW_005054397.1:1489995-1497358,+,-,2507,1203,10.85720347,1.059,1.059,0.034208956,0.398402385,no,2,1,0
RYBP,mRNA,NW_005054317.1:1061969-1098850,+,-,28,72,5.64385619,-1.393,1.393,0.001128098,0.075166957,no,2,1,0
TPBG,mRNA,NW_005054328.1:4270078-4273475,+,-,31,41,5.169925001,-0.445,0.445,0.25396142,0.790110739,no,2,0,0
LOC102040516,mRNA,NW_005054466.1:1164062-1167793,+,-,54,53,5.741466986,0.024,0.024,0.950114538,0.995340164,no,2,0,0
BRCA1,mRNA,NW_005054559.1:350425-370422,+,-,431,633,9.055282436,-0.551,0.551,0.019224575,0.305463645,no,2,0,0
CCDC61,mRNA,NW_005054614.1:236443-238891,-,-,236,371,8.245552706,-0.651,0.651,0.010056093,0.222481283,no,2,0,0
IFT122,mRNA,NW_005054420.1:2063398-2093237,+,-,63,64,5.988684687,-0.037,0.037,0.892570595,0.992212165,no,2,0,0
NLRC5,mRNA,NW_005054343.1:4152568-4186069,-,-,792,833,9.666224003,-0.072,0.072,0.891446533,0.992212165,no,2,0,0
RNF135,mRNA,NW_005054395.1:1963543-1969673,+,-,959,447,9.457380879,1.101,1.101,0.001383541,0.081510613,no,2,1,0
TCTN3,mRNA,NW_005054506.1:63817-77318,-,-,192,323,8.008428622,-0.749,0.749,0.004354776,0.149139539,no,2,0,0
ANGPT1,mRNA,NW_005054353.1:4287491-4442243,-,-,52,23,5.22881869,1.199,1.199,0.010302171,0.224986005,no,2,1,0
GATAD1,mRNA,NW_005054307.1:7107863-7112275,-,-,982,881,9.863411959,0.157,0.157,0.670554312,0.957409373,no,2,0,0
CARHSP1,mRNA,NW_005054319.1:8274133-8310026,+,-,384,218,8.233619677,0.821,0.821,0.067033048,0.503509939,no,2,0,0
C3AR1,mRNA,NW_005054444.1:1361488-1367735,-,-,66,57,5.942514505,0.196,0.196,0.632728447,0.947487937,no,2,0,0
TRIM47,mRNA,NW_005054370.1:2235104-2256580,+,-,4494,1661,11.58754314,1.436,1.436,1.71069E-05,0.012994382,yes,2,1,1
EEPD1,mRNA,NW_005054497.1:642293-706665,-,-,105,98,6.665335917,0.092,0.092,0.797401558,0.980293363,no,2,0,0
LOC115949054,mRNA,NW_005054726.1:95872-97357,-,-,33,54,5.442943496,-0.74,0.74,0.185052749,0.726064403,no,2,0,0
MLXIP,mRNA,NW_005054362.1:3043584-3060936,+,-,77,106,6.515699838,-0.476,0.476,0.15162161,0.680518864,no,2,0,0
LOC102041862,mRNA,NW_005054388.1:686451-689476,-,-,84,168,6.977279923,-0.998,0.998,0.03099281,0.384256888,no,2,0,0
AGTR2,mRNA,NW_005054314.1:129001-132293,+,-,280,150,7.74819285,0.902,0.902,0.036534039,0.402285743,no,2,0,0
LAMP3,mRNA,NW_005054309.1:4218415-4235733,+,-,132,272,7.658211483,-1.038,1.038,0.071663565,0.516794091,no,2,1,0
LOC115949436,mRNA,NW_005060679.1:42-926,-,-,812,226,9.019590728,1.844,1.844,0.000140234,0.028275837,yes,2,1,1
RCC1L,mRNA,NW_005054381.1:327520-342501,+,-,552,473,9.001408194,0.221,0.221,0.452617323,0.904445402,no,2,0,0
LOC102033738,mRNA,NW_005054504.1:748698-796767,-,-,319,643,8.909893084,-1.011,1.011,0.000219302,0.034455173,yes,2,1,1
LIPA,mRNA,NW_005054300.1:9012434-9022604,+,-,6767,3030,12.25812432,1.159,1.159,0.000237554,0.03515189,yes,2,1,1
PCSK6,mRNA,NW_005054366.1:1151878-1179615,-,-,30,58,5.459431619,-0.964,0.964,0.07018163,0.512588532,no,2,0,0
TEK,mRNA,NW_005054379.1:2995997-3033015,-,-,105,200,7.252665432,-0.935,0.935,0.014795162,0.26574772,no,2,0,0
PKD2L1,mRNA,NW_005054300.1:10751633-10767569,-,-,56,78,6.06608919,-0.503,0.503,0.299349965,0.826891689,no,2,0,0
GPR162,mRNA,NW_005054320.1:8104219-8109942,+,-,101,84,6.531381461,0.265,0.265,0.546987417,0.929206508,no,2,0,0
ARHGEF10L,mRNA,NW_005054475.1:1014852-1063556,+,-,68,18,5.426264755,1.916,1.916,7.95299E-05,0.023504836,yes,2,1,1
LOC115949055,mRNA,NW_005054726.1:152-4271,-,-,79,104,6.515699838,-0.393,0.393,0.196562441,0.741845793,no,2,0,0
FBXW4,mRNA,NW_005054300.1:5495840-5562935,-,-,390,449,8.712527,-0.202,0.202,0.413592659,0.882844124,no,2,0,0
LOC102040095,mRNA,NW_005054326.1:4942487-4958288,+,-,2464,1299,10.87766757,0.924,0.924,0.003806233,0.135950522,no,2,0,0
RASL11B,mRNA,NW_005054297.1:13105117-13108434,+,-,14,16,3.906890596,-0.149,0.149,0.750191319,0.971165694,no,2,0,0
TUT7,mRNA,NW_005054427.1:118114-150946,-,-,808,850,9.695228291,-0.073,0.073,0.763016028,0.973548891,no,2,0,0
ABHD12B,mRNA,NW_005054303.1:14726795-14740173,-,-,60,70,6.022367813,-0.237,0.237,0.596312327,0.937414825,no,2,0,0
RRM2,mRNA,NW_005054318.1:6654000-6658672,-,-,100,52,6.247927513,0.933,0.933,0.045566091,0.435188635,no,2,0,0
LOC102036223,mRNA,NW_005054641.1:226577-227904,+,-,83,40,5.942514505,1.046,1.046,0.024509596,0.342472606,no,2,1,0
LOC102034306,mRNA,NW_005054491.1:310642-324876,+,-,26,44,5.129283017,-0.753,0.753,0.017971973,0.295287589,no,2,0,0
LOC102037191,mRNA,NW_005054304.1:732301-735859,-,-,472,806,9.319672121,-0.771,0.771,0.059610432,0.486185585,no,2,0,0
LOC102043039,mRNA,NW_005054514.1:228237-254875,+,-,191,66,7.005624549,1.522,1.522,0.000185567,0.033036788,yes,2,1,1
CCDC126,mRNA,NW_005054333.1:4852456-4867871,-,-,376,438,8.668884984,-0.216,0.216,0.405743077,0.880954271,no,2,0,0
LOC102042760,mRNA,NW_005054615.1:432972-441009,+,-,176,264,7.781359714,-0.591,0.591,0.010416056,0.22648959,no,2,0,0
LYST,mRNA,NW_005054348.1:1824915-1887580,+,-,300,232,8.055282436,0.372,0.372,0.198567499,0.743357381,no,2,0,0
NDUFAF1,mRNA,NW_005054312.1:1465564-1472644,+,-,173,192,7.511752654,-0.145,0.145,0.436407693,0.898036708,no,2,0,0
UCP3,mRNA,NW_005054627.1:417651-420745,+,-,26,24,4.64385619,0.096,0.096,0.732947746,0.968639209,no,2,0,0
IL13RA1,mRNA,NW_005054314.1:560647-576357,+,-,98,40,6.108524457,1.304,1.304,0.002513873,0.109914342,no,2,1,0
C1R,mRNA,NW_005054320.1:8267441-8274755,-,-,77,21,5.614709844,1.872,1.872,6.87759E-05,0.023504836,yes,2,1,1
LOC102033681,mRNA,NW_005054416.1:1896265-1906632,-,-,25,57,5.357552005,-1.178,1.178,0.023753513,0.337465747,no,2,1,0
EMP2,mRNA,NW_005054319.1:7459788-7466121,+,-,53,37,5.491853096,0.518,0.518,0.266724683,0.799218652,no,2,0,0
SNX10,mRNA,NW_005054333.1:3830184-3849916,-,-,578,339,8.840777924,0.767,0.767,0.028325005,0.367721896,no,2,0,0
VAV2,mRNA,NW_005054329.1:3443893-3533765,+,-,191,233,7.727920455,-0.29,0.29,0.535481798,0.926401398,no,2,0,0
KCNJ5,mRNA,NW_005054459.1:774338-794303,-,-,59,64,5.942514505,-0.101,0.101,0.796921346,0.980293363,no,2,0,0
FKBP9,mRNA,NW_005054361.1:650388-668378,-,-,279,162,7.784634846,0.789,0.789,0.007758545,0.196803427,no,2,0,0
LOC115949338,lnc_RNA,NW_005056030.1:4180-4741,-,-,374,440,8.668884984,-0.235,0.235,0.631995875,0.947417317,no,2,0,0
ARHGEF10,mRNA,NW_005054413.1:2565073-2623961,-,-,11,15,3.700439718,-0.461,0.461,0.215644597,0.758818573,no,2,0,0
PPP1R26,mRNA,NW_005054329.1:2740872-2747074,-,-,98,353,7.816983623,-1.856,1.856,4.09235E-05,0.020273125,yes,2,1,1
RUBCNL,mRNA,NW_005054322.1:3516475-3539038,-,-,62,74,6.087462841,-0.268,0.268,0.518037676,0.921471496,no,2,0,0
LOC102040925,mRNA,NW_005055154.1:3141-17502,+,-,83,67,6.22881869,0.315,0.315,0.205865766,0.7480256,no,2,0,0
CCDC69,mRNA,NW_005054308.1:6224576-6226729,-,-,71,87,6.303780748,-0.284,0.284,0.531999448,0.925435375,no,2,0,0
TRNAR-CCU,tRNA,NW_005054334.1:5445952-5446024,-,-,18,25,4.426264755,-0.459,0.459,0.271638441,0.805479685,no,2,0,0
CNP,mRNA,NW_005054672.1:147525-151609,+,-,328,394,8.495855027,-0.265,0.265,0.490289809,0.916112594,no,2,0,0
NIBAN2,mRNA,NW_005054358.1:2537134-2574239,-,-,272,337,8.250298418,-0.308,0.308,0.315740418,0.836444159,no,2,0,0
LOC102037853,mRNA,NW_005054587.1:54494-64590,-,-,273,103,7.554588852,1.409,1.409,0.000436701,0.049609427,yes,2,1,1
RBFA,mRNA,NW_005054325.1:613269-621666,-,-,155,117,7.087462841,0.413,0.413,0.163544109,0.701626385,no,2,0,0
IFT88,mRNA,NW_005054302.1:3537734-3581062,-,-,19,17,4.169925001,0.131,0.131,0.717934668,0.967121099,no,2,0,0
PMM1,mRNA,NW_005054334.1:4893402-4903814,-,-,163,211,7.54689446,-0.37,0.37,0.219623282,0.76538758,no,2,0,0
LOC115948455,lnc_RNA,NW_005054299.1:6967350-6983816,-,-,157,134,7.184875343,0.228,0.228,0.374286364,0.867146842,no,2,0,0
TMEM268,mRNA,NW_005054358.1:2731950-2748746,+,-,896,1247,10.06541613,-0.476,0.476,0.04026842,0.418621763,no,2,0,0
LOC102036771,mRNA,NW_005054444.1:1408987-1412912,+,-,183,81,7.044394119,1.18,1.18,0.004120692,0.145481222,no,2,1,0
LOC102040732,mRNA,NW_005054408.1:1696273-1716525,+,-,67,76,6.159871337,-0.178,0.178,0.640322412,0.949821789,no,2,0,0
LOC102042536,mRNA,NW_005054493.1:598603-606245,-,-,135,96,6.851749041,0.49,0.49,0.163547456,0.701626385,no,2,0,0
TRIM25,mRNA,NW_005054395.1:1528427-1536858,-,-,5384,2423,11.93055255,1.152,1.152,0.002398846,0.109398748,no,2,1,0
LOC102039479,mRNA,NW_005054347.1:3463462-3474417,-,-,276,277,8.11113567,-0.005,0.005,0.989720406,0.997988499,no,2,0,0
LOC102039514,mRNA,NW_005054298.1:14501089-14576315,+,-,41,51,5.523561956,-0.314,0.314,0.381470333,0.870868272,no,2,0,0
NEB,mRNA,NW_005054585.1:433316-531501,+,-,17,14,3.95419631,0.229,0.229,0.582582153,0.932815831,no,2,0,0
MCM3,mRNA,NW_005054377.1:2040307-2051778,-,-,57,58,5.845490051,-0.021,0.021,0.96610915,0.997375542,no,2,0,0
IL31RA,mRNA,NW_005054335.1:2809028-2844154,-,-,92,31,5.942514505,1.581,1.581,3.96652E-05,0.020273125,yes,2,1,1
LOC102037238,mRNA,NW_005054600.1:245645-246186,-,-,923,929,9.854868383,-0.009,0.009,0.979059913,0.997969818,no,2,0,0
LOC102034831,mRNA,NW_005054309.1:1229845-1257152,-,-,173,64,6.888743249,1.433,1.433,0.000689418,0.059782382,no,2,1,0
LRIG3,mRNA,NW_005054310.1:9497483-9540569,+,-,45,76,5.918863237,-0.753,0.753,0.027455204,0.360397003,no,2,0,0
SPTBN1,mRNA,NW_005054341.1:4311605-4393439,-,-,590,813,9.454299294,-0.462,0.462,0.261638708,0.795117921,no,2,0,0
LOC102045157,mRNA,NW_005054480.1:1321614-1329253,-,-,435,616,9.037546954,-0.502,0.502,0.025117703,0.343367617,no,2,0,0
LOC102034361,mRNA,NW_005054456.1:1090181-1094317,-,-,148,151,7.224001674,-0.033,0.033,0.939760945,0.994654648,no,2,0,0
FAM135A,mRNA,NW_005054332.1:256629-321817,-,-,174,130,7.247927513,0.417,0.417,0.058938445,0.484869781,no,2,0,0
HSP90AB1,mRNA,NW_005054299.1:12910099-12917025,-,-,1765,1631,10.72962074,0.114,0.114,0.687199793,0.96061274,no,2,0,0
LOC102038263,mRNA,NW_005054958.1:6193-11087,-,-,624,771,9.446049407,-0.306,0.306,0.060179189,0.488019783,no,2,0,0
OAS1,mRNA,NW_005054339.1:3136336-3138979,-,-,45417,24884,15.10125759,0.868,0.868,0.061680415,0.490772798,no,2,0,0
LOC102037713,mRNA,NW_005054326.1:2448662-2471963,-,-,3872,1600,11.41785251,1.275,1.275,0.000472399,0.050469272,no,2,1,0
ATP10A,mRNA,NW_005054342.1:5881865-5993949,+,-,74,48,5.930737338,0.62,0.62,0.103258999,0.594208605,no,2,0,0
LOC102037407,mRNA,NW_005054559.1:708350-709135,-,-,275,81,7.475733431,1.765,1.765,0.003101351,0.121432294,no,2,1,0
STYXL1,mRNA,NW_005054387.1:941078-952084,+,-,23,28,4.672425342,-0.269,0.269,0.53254024,0.925513682,no,2,0,0
LOC102044128,mRNA,NW_005054334.1:6346426-6346900,+,-,598,568,9.187352073,0.072,0.072,0.842191885,0.986851867,no,2,0,0
KLHL32,mRNA,NW_005054305.1:12941669-13036264,+,-,90,104,6.599912842,-0.205,0.205,0.716098972,0.966492483,no,2,0,0
ZFAND1,mRNA,NW_005054344.1:26083-33476,-,-,80,99,6.483815777,-0.311,0.311,0.324037998,0.839675171,no,2,0,0
EPB41L5,mRNA,NW_005054298.1:10622041-10673365,-,-,321,375,8.442943496,-0.225,0.225,0.332757861,0.845531446,no,2,0,0
LOC115949281,lnc_RNA,NW_005055376.1:10273-11971,+,-,16,28,4.459431619,-0.758,0.758,0.018211962,0.297271187,no,2,0,0
ACAT2,mRNA,NW_005054392.1:1116401-1124873,+,-,30,25,4.781359714,0.255,0.255,0.416246061,0.884673681,no,2,0,0
ST3GAL6,mRNA,NW_005054320.1:1539822-1621535,-,-,134,138,7.087462841,-0.038,0.038,0.886684696,0.992212165,no,2,0,0
CERS5,mRNA,NW_005054600.1:228625-245414,+,-,216,209,7.731319031,0.041,0.041,0.804398318,0.98077201,no,2,0,0
SBF2,mRNA,NW_005054416.1:458453-654794,-,-,57,17,5.209453366,1.739,1.739,3.35557E-05,0.020273125,yes,2,1,1
B3GALNT1,mRNA,NW_005054309.1:10367565-10372816,-,-,80,87,6.383704292,-0.118,0.118,0.742961115,0.970529652,no,2,0,0
LSS,mRNA,NW_005054501.1:1176254-1185035,+,-,52,54,5.727920455,-0.071,0.071,0.87707169,0.991435473,no,2,0,0
SOCS2,mRNA,NW_005054331.1:3374792-3377988,+,-,32,49,5.339850003,-0.63,0.63,0.206145945,0.7480256,no,2,0,0
DNAJC15,mRNA,NW_005054322.1:2135348-2157274,+,-,506,241,8.544964433,1.07,1.07,0.001676783,0.093653281,no,2,1,0
LOC115949166,mRNA,NW_005054867.1:198-2503,+,-,21,16,4.209453366,0.337,0.337,0.431914378,0.894932246,no,2,0,0
LOC102040637,mRNA,NW_005054559.1:423081-428111,-,-,4750,2881,11.89765641,0.722,0.722,0.118688078,0.626216897,no,2,0,0
CCDC166,mRNA,NW_005054699.1:12944-14767,-,-,23,25,4.584962501,-0.11,0.11,0.836902426,0.985826019,no,2,0,0
LOC102043184,mRNA,NW_005054337.1:4307490-4308235,-,-,9820,3727,12.72568578,1.398,1.398,0.002802043,0.114843308,no,2,1,0
LOC115948081,lnc_RNA,NW_005054346.1:2603649-2606924,+,-,149,190,7.405141463,-0.348,0.348,0.279630578,0.812486628,no,2,0,0
NMRAL1,mRNA,NW_005054383.1:2174231-2180764,+,-,63,104,6.383704292,-0.739,0.739,0.013315631,0.256046832,no,2,0,0
CHRNA10,mRNA,NW_005054454.1:23910-25229,-,-,157,297,7.826548487,-0.923,0.923,0.037634427,0.409166665,no,2,0,0
CYFIP2,mRNA,NW_005054308.1:7990916-8034857,+,-,547,732,9.320800549,-0.421,0.421,0.291425381,0.821521918,no,2,0,0
LOC102041126,mRNA,NW_005054392.1:2541296-2564021,+,-,392,127,8.019590728,1.625,1.625,0.000108062,0.025244103,yes,2,1,1
MMP9,mRNA,NW_005054337.1:3184199-3188339,+,-,5403,2714,11.9867309,0.993,0.993,0.05050448,0.452488925,no,2,0,0
PLOD2,mRNA,NW_005054465.1:157604-206598,-,-,58,34,5.523561956,0.758,0.758,0.134173117,0.655280107,no,2,0,0
PPCDC,mRNA,NW_005054313.1:10056083-10067616,-,-,117,83,6.64385619,0.498,0.498,0.078817095,0.532103244,no,2,0,0
BASP1,mRNA,NW_005054340.1:3148294-3198715,+,-,1385,787,10.08480839,0.816,0.816,0.033488486,0.39603552,no,2,0,0
PRUNE2,mRNA,NW_005054323.1:2987528-3090114,+,-,80,57,6.098032083,0.488,0.488,0.104887338,0.598141306,no,2,0,0
LOC102040716,mRNA,NW_005054336.1:478787-503857,-,-,58,44,5.672425342,0.386,0.386,0.387936581,0.874746936,no,2,0,0
B4GALT5,mRNA,NW_005054356.1:4206651-4216395,+,-,152,113,7.049848549,0.42,0.42,0.271897541,0.805479685,no,2,0,0
LOC102032342,mRNA,NW_005054373.1:3662507-3670138,+,-,26,35,4.930737338,-0.453,0.453,0.08246718,0.542199103,no,2,0,0
BCCIP,mRNA,NW_005054369.1:2003721-2012514,+,-,287,190,7.897845456,0.595,0.595,0.008085947,0.199850931,no,2,0,0
RASGRP3,mRNA,NW_005054299.1:18249775-18308357,+,-,64,116,6.491853096,-0.872,0.872,0.063138945,0.493376908,no,2,0,0
SAA2,mRNA,NW_005054437.1:182838-184422,-,-,588,181,8.586839788,1.698,1.698,1.46021E-06,0.003327528,yes,2,1,1
C9orf72,mRNA,NW_005054379.1:2858755-2873537,+,-,836,877,9.742309436,-0.07,0.07,0.81250014,0.983076552,no,2,0,0
C1QA,mRNA,NW_005054473.1:873163-877159,-,-,1082,334,9.46760555,1.694,1.694,6.92357E-05,0.023504836,yes,2,1,1
FAM217B,mRNA,NW_005054356.1:1042421-1046274,-,-,49,52,5.658211483,-0.101,0.101,0.736635366,0.969371268,no,2,0,0
LOC102033140,mRNA,NW_005054671.1:46715-62529,+,-,495,866,9.410451352,-0.809,0.809,0.03653119,0.402285743,no,2,0,0
SPATS2L,mRNA,NW_005054298.1:25321682-25379400,-,-,651,326,8.932214752,0.997,0.997,0.025390976,0.345164816,no,2,0,0
ELOVL5,mRNA,NW_005054460.1:134575-172824,-,-,756,726,9.533329732,0.06,0.06,0.791944422,0.978809915,no,2,0,0
PRXL2C,mRNA,NW_005054427.1:1506260-1510197,-,-,116,106,6.794415866,0.138,0.138,0.616173198,0.945425783,no,2,0,0
MAD2L1,mRNA,NW_005054435.1:366690-369330,-,-,64,48,5.807354922,0.375,0.375,0.12201188,0.635086047,no,2,0,0
ADH5,mRNA,NW_005054304.1:10831424-10847447,-,-,151,120,7.082149041,0.322,0.322,0.186822403,0.728492285,no,2,0,0
IFRD2,mRNA,NW_005054339.1:3142136-3144608,+,-,1039,561,9.64385619,0.89,0.89,0.009107387,0.209524667,no,2,0,0
CENPE,mRNA,NW_005054304.1:15347045-15385542,+,-,54,20,5.209453366,1.475,1.475,0.003021697,0.119345145,no,2,1,0
CUEDC1,mRNA,NW_005054368.1:1051470-1057170,-,-,69,95,6.357552005,-0.468,0.468,0.083223687,0.54341014,no,2,0,0
LOC102032578,mRNA,NW_005054639.1:297272-306624,+,-,4722,2965,11.90820495,0.671,0.671,0.157224561,0.689644141,no,2,0,0
MIS18BP1,mRNA,NW_005054303.1:15970761-15982817,+,-,119,138,7.005624549,-0.21,0.21,0.552462006,0.929206508,no,2,0,0
ALPK1,mRNA,NW_005054536.1:608299-629091,-,-,30,28,4.857980995,0.096,0.096,0.83281918,0.984694193,no,2,0,0
FAM149B1,mRNA,NW_005054615.1:417503-432667,-,-,38,53,5.50779464,-0.492,0.492,0.098108271,0.580777594,no,2,0,0
HHLA2,mRNA,NW_005054391.1:2866737-2875519,+,-,121,161,7.139551352,-0.41,0.41,0.393062803,0.874746936,no,2,0,0
UAP1,mRNA,NW_005054421.1:416841-422896,-,-,2599,2633,11.35314683,-0.019,0.019,0.940748341,0.994654648,no,2,0,0
GLA,mRNA,NW_005054314.1:8111275-8116569,-,-,819,1142,9.93737382,-0.479,0.479,0.107764896,0.605029546,no,2,0,0
PIGK,mRNA,NW_005054347.1:1103306-1168389,+,-,95,80,6.451211112,0.242,0.242,0.492555611,0.916234753,no,2,0,0
LOC102036739,mRNA,NW_005054297.1:29252425-29254632,-,-,109,148,7.005624549,-0.453,0.453,0.047181148,0.439750021,no,2,0,0
DCTN6,mRNA,NW_005054536.1:700642-717558,+,-,92,96,6.554588852,-0.065,0.065,0.800661751,0.980415177,no,2,0,0
NAA35,mRNA,NW_005054427.1:25488-52457,+,-,468,401,8.763212367,0.225,0.225,0.341509997,0.850899826,no,2,0,0
C2CD3,mRNA,NW_005054627.1:382607-417078,+,-,333,313,8.335390355,0.089,0.089,0.654981701,0.953971277,no,2,0,0
PRDM1,mRNA,NW_005054417.1:361815-383598,-,-,311,460,8.59058705,-0.564,0.564,0.303701482,0.830630834,no,2,0,0
DENND5B,mRNA,NW_005054326.1:5975962-6036932,-,-,62,131,6.592457037,-1.074,1.074,0.018558852,0.299942639,no,2,1,0
ATM,mRNA,NW_005054302.1:4955540-5013465,-,-,536,344,8.781359714,0.64,0.64,0.06921863,0.510453674,no,2,0,0
PRKX,mRNA,NW_005054315.1:828449-921023,+,-,53,60,5.820178962,-0.179,0.179,0.641290653,0.949883982,no,2,0,0
PRIMPOL,mRNA,NW_005054297.1:18639602-18655285,-,-,64,55,5.894817763,0.215,0.215,0.5605323,0.930462156,no,2,0,0
ZBTB20,mRNA,NW_005054320.1:2823298-3267337,-,-,27,31,4.857980995,-0.226,0.226,0.381552124,0.870868272,no,2,0,0
CD40,mRNA,NW_005054337.1:3239348-3247349,+,-,122,165,7.164906927,-0.431,0.431,0.255078834,0.791745714,no,2,0,0
SIAH2,mRNA,NW_005054309.1:11777460-11779497,+,-,122,180,7.238404739,-0.555,0.555,0.201311054,0.744314943,no,2,0,0
LOC102039799,mRNA,NW_005055142.1:14345-18111,+,-,1676,2362,10.9794252,-0.495,0.495,0.140952603,0.666672459,no,2,0,0
CCDC50,mRNA,NW_005054309.1:1025692-1056625,-,-,323,527,8.731319031,-0.708,0.708,0.103882285,0.595865953,no,2,0,0
RHOG,mRNA,NW_005054454.1:83453-84052,-,-,249,208,7.836050355,0.257,0.257,0.558193195,0.930261343,no,2,0,0
PAX5,mRNA,NW_005054628.1:130733-264117,-,-,120,215,7.388017285,-0.833,0.833,0.12902818,0.646189544,no,2,0,0
SEMA4D,mRNA,NW_005054355.1:1149899-1193468,-,-,105,51,6.285402219,1.028,1.028,0.013849722,0.260832608,no,2,1,0
H6PD,mRNA,NW_005054450.1:907408-917267,+,-,740,268,8.977279923,1.466,1.466,0.000148019,0.028585159,yes,2,1,1
ABCA3,mRNA,NW_005054383.1:1059650-1086478,+,-,2502,4248,11.72067179,-0.764,0.764,0.004369409,0.149139539,no,2,0,0
R3HCC1L,mRNA,NW_005054300.1:6188845-6195110,+,-,90,100,6.569855608,-0.148,0.148,0.541832322,0.928415962,no,2,0,0
TNFRSF1A,mRNA,NW_005054320.1:6479815-6487604,-,-,91,36,5.988684687,1.352,1.352,0.000426135,0.04904421,yes,2,1,1
VWA8,mRNA,NW_005054322.1:1415036-1583855,-,-,77,84,6.330916878,-0.125,0.125,0.690743533,0.961470435,no,2,0,0
